Time,K,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,W,X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,H1,H2,H3,H4,J1,J2,J3,K1,K2,K3,K4
181,1,6,6,6,7,6,6,6,7,4,4,4,5,5,5,5,4,2,2,2,2,2,2,2,3,1,1,1,1,2,3,5,2,,1,1,1,1,,,,4,5,5,5,4,5,6,5,4,5,6
161,1,7,6,6,7,7,7,7,7,6,5,5,6,5,4,5,4,6,5,5,5,6,5,6,6,6,5,5,6,2,3,4,4,1,1,,1,,,1,1,6,6,6,6,3,5,3,5,5,6,6
348,1,7,7,6,7,7,7,7,6,5,5,6,7,7,7,7,7,7,5,5,4,5,5,4,3,7,7,7,3,1,4,4,6,,,,,,1,1,,6,7,5,5,4,3,3,2,2,1,1
100,1,4,5,4,3,5,4,5,4,5,4,5,5,4,6,4,4,5,5,5,6,3,4,4,3,6,4,4,5,1,4,4,2,,,,,1,1,1,,5,4,4,5,4,5,5,5,4,5,4
131,1,5,5,4,5,4,5,5,5,5,5,4,5,4,5,5,4,4,4,4,5,5,4,5,5,5,5,4,4,2,4,2,4,,,,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,5
193,1,7,6,7,7,7,7,7,7,4,4,5,5,7,7,7,7,7,7,7,7,4,3,4,7,3,2,2,4,2,3,3,5,,1,,1,1,1,1,1,7,7,7,7,6,7,7,7,7,7,7
204,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,2,6,,,,,,1,1,,7,7,7,7,3,3,3,3,3,3,3
195,1,6,5,5,7,5,4,4,7,5,4,4,6,6,4,4,6,6,4,4,6,4,3,3,5,5,5,5,6,2,1,2,2,,,,,,,1,1,5,6,6,6,3,4,4,6,3,5,5
127,1,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,6,6,6,6,6,6,6,6,4,4,4,4,2,4,2,4,,1,,1,1,1,1,1,7,7,7,7,7,7,7,5,7,7,7
266,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,2,2,3,6,,,,,,,1,1,5,6,7,7,3,3,4,5,5,5,5
100,1,3,3,4,3,5,3,5,4,5,3,6,4,5,2,5,4,3,5,2,5,5,2,5,3,4,5,3,5,1,4,4,2,,,,,,,1,,5,4,4,3,4,5,4,4,3,5,3
304,1,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,7,6,7,6,7,2,4,4,2,,,,,1,1,1,1,7,6,7,6,7,6,7,6,7,6,5
195,1,7,6,6,7,7,6,5,7,2,1,1,2,4,3,3,5,1,1,1,4,1,2,2,4,2,1,1,1,2,3,4,3,,1,,,1,1,1,1,6,7,7,7,5,4,2,5,6,6,7
270,1,6,4,3,3,4,4,3,1,1,1,1,3,2,1,1,3,1,1,1,2,1,1,1,4,1,1,1,3,1,4,4,3,,,,,1,1,1,1,7,7,7,7,7,4,6,7,7,3,5
363,1,1,7,4,7,1,7,6,7,5,5,4,6,5,5,5,7,4,4,4,5,7,6,5,7,5,5,4,7,2,3,4,3,,,,,1,,1,1,6,5,6,6,5,4,5,5,4,5,6
145,1,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,3,2,,,,1,,1,,1,5,5,5,5,5,6,5,5,5,5,5
315,1,6,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,5,4,4,4,4,1,4,4,1,,,,,1,1,,,4,4,5,4,4,4,4,5,4,4,5
275,1,6,5,5,4,6,6,5,5,2,2,4,5,3,6,5,6,4,5,5,4,4,5,5,5,3,2,2,6,1,3,4,2,,,,,,1,1,1,7,7,7,7,4,4,4,7,7,7,7
386,1,7,7,6,7,6,5,5,7,5,5,4,7,5,4,5,7,4,3,3,5,3,2,3,4,2,3,3,6,1,4,4,3,,1,,,1,1,1,1,6,7,6,7,6,6,6,5,5,6,7
157,1,4,4,4,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,4,4,5,,1,,1,1,1,1,1,7,7,7,7,3,3,3,6,6,6,7
421,1,6,7,6,5,5,6,7,6,5,6,7,6,6,7,6,5,5,6,7,6,6,7,6,7,5,6,7,6,1,4,2,2,,,,1,1,1,1,,7,6,5,6,7,6,7,6,5,6,7
241,1,5,4,4,6,5,4,4,5,5,4,4,6,5,4,5,6,5,4,4,5,4,4,4,5,4,4,4,4,2,4,4,2,,,,,1,,,1,4,5,5,5,3,3,3,4,5,5,4
137,1,6,6,5,7,6,4,4,6,5,4,4,6,5,5,4,6,3,2,2,4,2,2,2,6,2,2,2,7,1,3,4,3,,,1,1,1,,1,1,6,6,7,7,7,4,5,7,7,7,6
178,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,6,7,7,7,7,7,7,7,5,1,3,4,2,,1,,1,1,,1,1,7,7,7,6,5,5,4,7,6,7,7
252,1,2,2,3,2,6,6,6,4,4,4,4,4,6,7,7,7,6,5,5,4,4,4,4,4,4,5,5,5,2,3,4,4,,,,1,1,1,1,1,7,7,7,7,4,1,1,7,7,7,7
114,1,6,6,6,7,7,7,7,7,5,5,5,5,6,6,6,6,6,6,6,6,5,6,5,6,5,5,5,5,2,4,4,2,,,,1,1,,,,6,6,5,6,5,6,5,6,6,5,6
353,1,6,6,6,7,7,7,7,7,2,2,2,3,3,3,3,2,5,6,6,5,3,2,3,3,5,6,6,6,1,4,3,3,,,,,,1,1,1,7,7,7,7,6,6,6,7,7,6,5
455,1,6,5,5,6,5,4,4,6,4,5,4,6,4,5,4,5,5,4,3,5,3,3,4,6,3,4,3,4,2,3,2,1,,1,,1,,,1,,5,6,5,5,4,4,5,6,5,4,4
465,1,4,3,3,3,3,3,5,4,5,3,4,4,3,4,4,4,4,5,5,4,3,3,3,3,2,2,2,2,2,6,1,4,,1,,1,,,,,5,5,5,5,5,5,4,4,4,5,5
120,1,5,4,5,5,3,3,3,4,5,4,3,2,5,4,5,4,5,4,5,5,5,4,3,4,3,4,5,6,1,5,3,2,,1,,1,1,1,,,6,5,5,6,4,5,6,6,5,6,7
573,1,5,5,5,6,4,4,4,4,3,2,2,4,4,4,4,6,4,4,4,4,4,4,4,5,4,4,4,5,1,4,2,3,,1,,1,,1,1,,6,5,6,5,4,5,4,5,4,4,5
131,1,5,4,3,6,7,6,6,7,4,3,3,5,5,4,5,4,6,5,5,5,6,5,6,4,4,5,5,4,1,4,4,3,,1,,1,1,1,1,1,6,6,7,6,4,5,4,5,4,5,4
293,1,6,5,5,6,6,6,6,7,3,3,4,6,5,5,6,6,4,5,6,6,5,4,4,4,3,2,4,2,2,3,2,2,,1,1,,1,1,1,1,5,6,5,4,3,3,4,4,5,5,6
100,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,2,,,,,,,1,1,6,6,6,6,6,6,6,6,6,6,6
142,1,6,5,5,6,6,6,7,5,1,1,1,1,4,5,5,5,5,4,5,3,5,6,6,6,4,4,4,4,1,5,5,4,,1,,1,,1,,,6,4,6,5,6,7,7,6,4,6,6
188,1,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,5,5,6,6,5,6,6,1,5,2,2,,1,,,,,1,,6,6,6,5,6,5,5,6,5,5,6
150,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,1,,,1,,1,,4,4,4,4,4,4,4,4,4,4,4
92,1,6,5,6,7,6,5,6,6,6,5,6,4,6,4,6,5,6,5,7,5,6,5,6,5,7,5,6,5,1,3,4,4,,,,,,1,1,1,6,5,6,6,5,6,5,6,5,6,6
154,1,7,6,6,7,7,7,6,7,4,4,4,5,6,5,5,6,5,4,4,4,3,3,3,2,3,3,4,3,2,2,2,2,,,,1,1,1,1,1,5,5,5,5,3,4,3,6,7,7,7
127,1,7,6,5,6,7,7,7,7,5,4,4,5,6,6,5,6,4,4,6,4,6,6,6,6,6,6,7,6,1,3,3,3,,1,,,,1,1,1,6,4,4,4,6,4,5,6,7,7,6
211,1,5,6,5,7,7,6,6,7,7,5,6,7,4,3,3,5,5,4,5,7,6,5,6,7,5,4,4,7,2,1,1,3,,,,,,,,1,6,6,5,6,3,5,5,4,4,5,4
135,1,7,7,7,7,6,6,6,6,7,6,7,7,7,6,6,7,6,7,6,7,7,7,7,6,7,7,6,7,1,3,3,2,,,,,,,1,,5,6,4,6,4,5,4,5,4,4,5
309,1,7,7,6,7,7,7,7,7,7,7,6,7,7,7,6,7,3,4,3,3,3,3,2,7,3,3,2,7,1,4,3,2,,1,,,1,1,1,1,7,7,7,7,6,5,7,7,7,7,7
934,1,7,6,3,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,3,3,3,3,3,3,2,4,3,1,,1,,1,,,,,4,3,3,3,4,3,3,3,3,4,4
313,1,7,5,5,7,7,5,5,7,5,4,4,6,5,4,4,4,5,4,4,4,6,5,6,5,5,4,4,4,2,4,4,2,,,,,,1,1,1,7,7,7,6,6,5,5,5,5,4,4
135,2,6,7,5,7,7,6,7,7,6,7,5,7,6,7,5,7,6,5,7,5,7,6,7,6,6,5,6,5,1,5,3,1,,,,,,,1,,6,5,6,6,6,5,6,6,5,6,6
257,1,7,5,4,7,3,5,1,7,1,5,1,7,7,5,4,7,4,2,7,7,7,7,6,7,2,4,3,3,1,3,1,3,,,,,,,,1,7,5,7,7,5,6,4,6,4,5,5
285,1,6,4,4,7,7,4,4,7,5,4,4,5,7,4,4,7,5,4,4,6,5,3,3,4,5,3,3,4,2,2,2,1,1,1,,,,1,1,1,4,5,6,6,7,7,7,2,2,2,2
208,1,7,6,6,7,6,6,7,6,6,6,6,7,6,7,6,7,6,6,6,7,6,6,6,7,7,7,6,7,1,6,4,3,,,,,1,1,1,1,6,7,6,7,6,6,7,6,7,7,7
267,1,3,3,3,7,7,7,7,7,4,4,4,4,6,6,5,6,4,4,4,4,4,4,4,4,6,6,6,6,1,4,3,2,,,,,,1,1,1,5,5,5,5,5,5,5,5,5,5,5
310,2,7,7,6,7,7,7,6,7,6,6,6,6,6,6,6,7,1,1,1,1,7,7,7,7,1,1,1,1,1,5,2,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,6,7,7,7,7
530,1,6,5,4,7,6,5,4,7,5,4,4,4,4,4,4,6,4,4,4,4,6,5,4,7,5,4,4,4,2,3,2,2,,1,1,1,,1,1,1,5,5,6,7,4,4,4,5,4,5,5
120,1,5,4,5,4,4,4,3,5,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,5,1,3,,,,,,,1,1,5,4,5,3,2,3,2,3,2,3,4
414,1,7,6,6,7,7,5,5,7,7,7,5,7,7,7,7,7,5,3,3,4,6,6,7,6,7,7,7,7,2,5,3,4,,,,,,,1,1,7,7,7,7,4,4,3,6,5,6,6
447,1,5,6,6,6,4,4,4,4,3,3,3,3,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,2,6,3,2,,,,,,,1,1,5,5,6,6,6,6,6,5,5,5,6
372,1,7,7,7,7,7,7,7,7,7,4,6,7,7,6,6,7,7,7,7,7,7,5,6,7,7,7,7,7,1,4,4,3,,1,,1,1,1,1,1,7,7,7,6,5,6,5,7,7,6,7
456,1,7,7,7,7,5,4,5,7,7,7,7,7,4,4,4,7,5,5,5,5,7,7,7,7,7,7,7,7,1,6,3,2,,1,,1,1,1,1,1,5,5,5,3,4,4,6,7,7,7,7
213,1,6,6,5,7,5,5,5,5,5,4,4,3,5,5,4,6,5,4,3,4,5,3,3,7,6,5,3,1,2,3,3,3,,1,,1,1,1,1,1,3,6,6,6,5,4,6,6,6,6,6
109,1,6,6,6,6,3,3,3,3,2,2,2,2,3,3,4,3,4,3,3,4,6,6,5,6,5,4,5,5,1,3,4,2,,,,,,,1,1,5,6,6,5,4,5,6,5,6,5,6
267,1,6,6,5,6,7,6,6,7,5,3,3,5,6,5,5,7,5,5,5,4,5,5,5,6,6,4,4,5,1,3,2,2,,,,,,1,1,,5,5,4,5,4,4,5,6,6,7,7
171,1,7,7,7,7,7,7,7,7,4,5,5,5,7,7,7,7,5,6,5,5,3,4,3,3,2,2,2,2,1,4,4,2,,1,,,1,1,1,1,7,7,7,7,5,5,5,7,7,7,7
360,1,3,3,3,7,4,5,6,7,3,2,5,7,4,4,5,5,4,4,5,4,3,4,4,6,4,5,5,6,2,4,4,3,,,,1,,1,1,1,7,6,7,6,5,5,4,4,5,5,6
215,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,1,6,3,2,,1,,,,1,1,,5,5,5,5,4,4,4,5,5,5,5
311,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,3,1,1,1,7,7,7,7,7,1,4,4,5,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
287,1,7,7,7,7,6,6,6,7,4,4,3,3,5,4,5,7,5,4,5,3,2,2,1,7,1,1,1,5,1,5,4,2,,1,,1,1,,1,,4,5,6,4,3,3,3,5,4,5,6
108,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,3,2,,,,1,,,1,1,6,6,6,6,6,6,6,6,6,6,6
308,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4
103,1,6,6,6,6,6,6,6,6,5,5,4,5,4,4,5,4,3,3,3,3,3,2,2,2,2,2,3,2,1,3,4,1,,,,1,1,1,1,1,5,5,5,5,3,2,2,5,5,4,4
409,1,6,6,4,7,6,6,5,7,6,6,5,6,6,6,6,7,6,7,6,7,5,6,5,6,7,6,5,6,1,4,4,6,,,,,,,1,1,7,7,7,7,3,4,4,7,7,7,7
137,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,2,4,3,3,,,,,,,1,1,7,7,7,7,7,7,7,7,7,7,7
115,1,5,5,5,4,5,5,4,5,5,5,5,6,5,6,4,5,5,6,6,5,5,6,6,5,4,5,5,6,1,3,3,4,,1,,1,1,1,1,1,5,5,6,5,5,5,5,6,5,4,5
207,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,5,7,1,7,7,1,5,5,3,,,,,,1,,1,7,7,7,7,3,3,1,7,7,7,7
174,1,4,5,4,6,6,6,5,6,5,4,5,4,5,4,6,4,5,5,5,5,4,5,4,4,5,5,3,5,2,4,5,3,1,1,1,1,1,1,1,1,6,4,4,3,6,4,6,5,5,6,4
446,1,5,5,5,6,5,6,5,6,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,3,4,3,4,2,3,4,2,,,,1,,1,1,1,4,4,5,4,4,4,4,5,5,4,5
696,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,4,3,3,3,7,2,2,2,7,1,4,2,5,,1,1,,,1,1,1,7,7,7,7,3,3,2,6,5,4,6
276,1,6,5,5,6,5,4,4,6,4,4,4,5,5,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,2,4,4,3,,1,,,1,1,1,1,5,5,6,4,4,4,4,5,4,4,5
154,1,7,7,7,7,7,7,7,7,7,4,4,5,6,4,5,6,6,6,5,6,6,5,6,5,6,6,5,6,1,4,4,3,,1,1,,,1,1,1,6,6,6,6,5,6,6,6,6,7,7
176,1,4,4,4,4,4,4,4,5,4,3,3,5,3,3,3,4,3,3,3,3,4,4,4,5,4,3,6,4,2,4,2,3,,,,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4
340,1,6,6,4,7,5,4,5,6,6,5,6,7,6,7,5,7,5,6,4,7,6,5,6,4,5,6,3,5,1,6,4,3,,,,1,1,1,1,1,6,7,6,6,3,2,3,5,6,6,4
184,1,3,3,4,5,4,3,5,4,3,5,4,6,5,5,4,6,4,4,5,6,4,3,5,6,5,4,6,6,2,3,5,4,,1,,1,,1,1,1,6,5,6,6,3,4,6,5,4,5,5
399,2,7,6,5,6,7,5,5,6,6,4,4,6,6,5,5,5,6,5,5,5,5,4,4,5,6,5,5,6,1,5,2,2,,,,,,1,1,1,6,6,6,6,5,5,4,5,5,6,5
533,1,5,5,5,5,5,6,5,6,3,3,2,3,3,2,2,6,3,3,2,4,4,3,2,5,5,4,4,5,2,3,4,3,,,,,,1,1,1,5,5,6,4,2,2,2,4,3,3,5
166,1,6,6,6,6,6,6,6,7,4,6,6,7,3,3,3,7,4,4,4,4,5,6,6,4,3,4,4,7,1,3,4,2,,,,,,,1,1,5,6,5,5,5,5,5,5,5,5,5
71,1,6,4,5,4,7,7,7,7,4,4,4,4,4,4,5,4,4,4,3,3,5,5,5,5,4,3,3,3,1,4,5,2,,,,,,,1,1,5,5,5,5,5,5,3,5,4,4,4
186,1,7,7,7,7,7,7,7,7,5,6,7,7,4,5,5,6,5,5,5,4,4,4,4,4,4,5,5,4,2,3,3,3,,1,,1,,1,1,1,7,7,7,7,5,5,5,7,7,7,7
1061,1,6,6,6,6,6,6,6,6,6,6,6,5,4,3,3,5,6,6,6,5,6,6,6,6,4,4,4,5,1,4,4,4,,,,,,,1,1,6,6,6,6,6,6,5,4,6,6,6
296,1,7,6,6,7,6,5,6,7,3,2,4,6,3,1,4,6,4,5,5,3,4,3,4,7,1,3,3,4,1,4,3,3,,1,1,1,1,1,1,1,6,7,7,5,6,5,4,6,5,7,7
161,1,7,5,6,7,7,7,6,7,6,5,5,6,4,5,4,5,7,6,6,7,7,5,6,5,4,6,5,6,1,3,3,2,,,,,,,1,1,4,5,6,6,3,2,4,7,5,6,4
90,1,6,7,6,7,5,4,5,6,4,5,4,3,5,4,3,4,3,4,5,3,6,5,6,4,6,5,5,4,1,4,4,3,,,,1,1,1,1,1,6,5,6,4,6,5,4,6,5,4,5
849,1,6,6,6,7,7,6,6,7,3,3,2,2,2,2,1,3,4,3,4,4,4,3,3,5,2,1,1,5,1,3,4,3,,,,,1,1,1,1,7,5,4,5,4,3,3,4,4,4,3
235,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,4,7,7,7,7,7,7,7,7,1,4,2,4,,,,1,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
288,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,4,,,,,,1,1,,7,7,7,7,7,7,7,7,7,7,7
673,1,7,7,7,7,5,3,2,3,1,1,1,7,1,1,1,7,3,2,2,3,6,4,3,7,1,1,1,6,1,4,3,3,,,,1,,1,1,1,7,7,7,7,5,4,3,6,5,7,7
296,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,3,1,1,1,1,1,1,1,1,7,7,7,7,6,7,7,7,7,7,7
143,1,6,5,6,6,6,6,6,6,6,6,6,7,5,6,5,7,6,5,5,5,6,5,6,7,6,6,6,6,2,4,5,4,,1,,,1,,1,1,6,6,6,7,7,7,7,6,5,5,5
170,1,6,6,6,7,7,6,6,7,5,4,5,5,6,6,6,6,6,6,6,5,6,6,6,7,6,6,6,4,2,3,4,3,,1,,,,,,1,6,6,6,6,6,6,5,6,6,6,6
114,1,6,6,5,6,6,6,5,6,6,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,2,4,3,4,1,1,,1,1,,,,6,5,6,5,6,5,6,6,5,6,6
286,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,7,7,5,1,4,4,3,,,,1,1,1,,1,7,7,7,5,6,5,6,4,4,6,6
921,1,1,1,1,4,7,7,7,7,1,1,1,3,1,1,1,3,1,1,1,2,1,1,1,2,7,7,7,1,2,4,4,3,,,,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
250,1,7,6,6,7,7,7,7,7,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,2,5,2,3,,,,,,,1,1,7,7,7,7,5,5,5,7,6,6,6
67,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,1,,,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
281,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,1,1,1,1,1,1,1,1,7,6,7,7,4,4,3,5,5,5,5
167,1,7,7,7,7,7,6,6,7,3,3,2,3,4,4,4,6,4,4,4,1,4,4,4,6,2,2,2,3,2,5,4,4,,1,,,,,1,1,6,6,6,5,3,3,2,4,3,4,4
319,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,4,4,2,,,,,,1,,1,7,7,7,7,7,7,7,7,7,7,7
298,1,7,7,7,7,6,6,6,6,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,3,5,5,5,6,1,5,5,1,,,,,,1,1,1,5,5,5,5,4,4,4,7,6,6,7
189,1,7,6,6,7,6,5,5,6,7,7,7,7,5,5,6,7,7,7,7,7,7,7,7,7,6,6,7,7,1,3,2,3,,,,,1,1,1,,6,6,6,6,6,6,7,6,7,6,7
199,1,5,5,4,5,4,3,3,4,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,5,3,2,,1,1,1,1,,1,,5,5,4,4,2,2,2,6,5,5,6
301,1,7,7,7,7,7,6,6,7,6,4,5,7,6,5,5,6,4,4,3,3,6,5,5,6,7,5,4,7,1,3,3,2,,1,,1,,,1,1,6,6,5,7,7,6,7,6,7,7,6
141,1,7,7,7,7,7,7,7,7,2,2,2,6,7,6,6,7,7,7,7,7,1,1,1,2,7,7,7,7,2,3,4,4,,,,,,1,1,1,7,7,7,7,1,3,3,7,7,7,7
68,1,6,4,6,5,5,6,5,6,5,5,7,5,6,3,6,5,7,4,5,4,4,6,6,5,6,4,6,5,1,4,2,3,1,1,,1,1,1,,,6,6,4,5,5,6,6,6,5,6,5
148,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,2,,1,,,,,1,1,7,7,7,7,7,7,7,7,7,7,7
204,1,6,5,5,7,7,7,7,7,6,5,4,7,6,4,3,6,6,4,5,4,6,5,4,7,6,3,2,4,1,3,3,3,,,,,,,1,1,6,6,6,5,5,5,4,7,5,5,5
93,1,6,6,4,5,5,4,5,4,6,4,4,5,5,6,3,4,5,3,3,5,6,4,5,4,5,4,6,5,2,3,3,2,,,,,,,1,,6,5,4,6,4,6,3,5,3,5,3
261,1,7,7,7,7,7,5,5,7,5,5,4,5,5,5,4,5,4,4,4,4,5,5,5,5,4,4,4,4,2,2,2,2,,,,1,,,,1,6,6,7,6,5,4,4,4,4,4,4
133,1,6,5,4,5,6,6,5,7,5,4,5,5,3,2,3,4,5,4,6,6,3,4,4,5,2,2,2,1,2,3,4,3,,,,1,,,,1,6,6,6,5,3,2,2,6,5,6,5
325,1,4,3,1,4,5,4,3,6,2,1,1,4,4,2,3,6,5,4,5,5,1,1,1,6,1,1,1,4,1,4,3,4,,,,1,1,,1,1,4,6,6,5,2,3,6,5,6,5,4
696,1,5,6,5,7,7,7,7,7,4,3,3,6,3,3,3,6,4,4,4,5,1,1,1,7,5,5,1,7,1,5,4,3,,1,,,,1,,1,6,6,3,6,5,6,6,5,6,6,7
433,1,4,3,3,4,5,4,3,4,6,4,4,5,6,4,5,4,6,4,4,4,4,6,3,6,6,3,6,3,2,4,4,4,,,,,,,1,1,6,4,5,4,5,4,4,4,4,6,5
232,1,7,6,6,7,6,7,6,7,5,5,5,6,6,6,5,7,6,5,5,6,6,6,6,7,6,5,5,5,1,3,3,3,,,,1,,,1,1,6,5,6,6,4,4,5,6,6,5,6
164,1,5,5,4,6,5,5,6,6,4,4,4,4,3,4,4,5,3,3,4,3,3,3,4,3,2,2,2,2,2,4,4,2,,1,,1,,,1,1,5,5,5,6,5,5,5,5,5,6,5
257,1,5,5,4,6,5,5,4,6,2,2,2,4,4,4,4,5,2,2,2,2,2,2,2,6,2,2,2,1,2,3,4,3,1,,,1,1,,,1,7,7,6,7,4,5,5,5,5,5,5
417,1,6,6,6,7,6,6,6,7,5,4,5,7,5,5,5,6,4,4,4,3,3,3,3,3,3,3,3,5,2,4,2,5,,,,1,1,1,,,6,6,6,6,3,3,3,5,5,5,5
161,1,7,7,7,7,7,7,7,7,5,4,5,7,7,7,7,7,7,7,7,7,6,5,6,7,7,7,7,7,2,2,2,2,,1,,1,,1,1,1,7,7,7,7,5,6,7,7,7,7,7
2032,1,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,1,4,4,4,,,,,,1,1,1,6,6,6,4,2,2,2,7,6,7,7
281,1,5,6,5,7,6,5,4,5,4,3,3,4,2,3,1,2,5,4,5,5,4,2,3,3,3,2,1,2,1,4,4,2,,1,,1,,,1,,5,6,5,7,4,5,5,7,5,6,7
109,1,6,6,6,7,6,6,6,7,5,4,6,5,6,6,5,7,4,4,5,4,5,5,6,5,4,5,4,5,1,5,3,2,,,,1,1,1,1,,5,6,5,5,6,5,6,6,5,5,6
577,1,5,5,4,5,5,4,4,6,4,4,3,6,5,5,4,6,5,4,5,5,6,5,5,6,5,5,4,6,2,5,4,2,,,,,,,1,1,5,5,6,5,3,5,5,6,5,5,6
219,1,5,5,5,6,5,5,4,5,2,2,2,2,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,3,2,4,4,2,,,,,,1,1,1,5,5,5,4,4,4,5,5,5,5,5
235,1,4,4,4,5,6,6,5,6,5,5,4,5,4,4,4,4,6,6,5,4,5,5,5,6,3,3,3,3,2,4,4,2,,1,,,1,1,1,,6,5,5,5,4,4,4,4,4,4,4
237,1,7,7,5,7,7,6,5,5,7,5,7,7,7,6,5,6,6,5,5,4,7,6,7,7,5,5,5,7,1,3,3,2,,,,,,1,,1,7,5,6,6,5,4,6,7,6,7,7
182,1,7,5,6,4,6,6,4,7,6,6,7,7,5,5,6,6,6,6,5,7,5,6,5,7,7,6,6,5,1,3,3,2,,,,1,1,1,1,1,5,6,5,6,5,4,4,7,7,7,7
138,1,6,6,6,6,7,7,7,7,5,5,6,5,7,7,7,7,4,5,4,5,3,3,3,3,3,3,3,2,1,5,4,3,1,1,1,1,1,1,1,1,5,6,5,6,6,6,6,6,6,6,7
358,1,7,7,5,7,7,7,5,7,5,4,4,4,6,6,5,7,5,5,5,5,5,6,4,7,4,3,3,5,1,3,5,3,,,,,1,,1,1,7,7,6,6,5,5,4,7,6,7,7
66,1,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,5,5,4,5,5,5,5,5,4,1,3,4,1,,,,,,1,1,,5,4,5,5,5,4,5,5,5,5,4
259,1,5,5,6,6,5,5,5,6,4,4,4,5,3,3,4,5,3,3,3,4,2,2,2,4,2,2,2,4,1,5,4,4,,,,,1,1,1,1,6,6,6,6,5,5,5,6,5,6,6
215,1,6,6,6,7,6,5,5,6,1,1,1,2,5,4,5,5,3,2,2,3,4,3,4,7,2,1,2,4,1,4,3,3,,,,1,1,,1,,4,2,4,5,1,1,1,6,7,6,7
